"","X","Unnamed..0.1","category","RECORDING_SESSION_LABEL","IA_DWELL_TIME","IA_REGRESSION_PATH_DURATION","IA_AVERAGE_FIX_PUPIL_SIZE","IA_REGRESSION_IN_COUNT","IA_REGRESSION_OUT_FULL_COUNT","word","anger","disgust","fear","joy","neutral","sadness","surprise","negative","neutral.1","positive","word_length","concreteness","Unnamed..0","X0","engagement_score","highlight","story","norm_dt"
"14",13,13,3,"10",918,918,229.833333333333,0,0,5,0.18960876762867,0.160153672099113,0.0191712770611047,0.0022644738201051,0.112293131649494,0.509996652603149,0.006512017454952,0.82547265291214,0.168370872735977,0.0061566270887851,4,2.866,13,"They have taken him away.",2.14,1,"SM",183.6
"15",14,14,3,"10",2222,2222,207.963333333333,1,1,14,0.19247430562973,0.696465134620667,0.0220054239034652,0.0013568300055339,0.0638119280338287,0.0183869861066341,0.0054994132369756,0.531812131404877,0.454442858695984,0.0137450043112039,4.35714285714286,2.486,14,"The story is that with some Germans he killed Alexeyev, the Mayor, in Moscow.""",2.14,1,"SM",158.714285714286
"16",15,15,0,"10",1044,1044,214.75,0,0,4,0.0764139294624328,0.0439781285822391,0.0121843945235013,0.0063212225213646,0.0475827977061271,0.0074733197689056,0.8060462474823,0.33871391415596,0.633002281188965,0.0282837282866239,3.5,2.5725,15,"""Who told you that?""",2.14,0,"SM",261
"17",16,16,0,"10",1046,1216,215.2,1,1,11,0.0312337819486856,0.885603845119476,0.0073111490346491,0.0010811656247824,0.0653112605214119,0.0023950177710503,0.0070636961609125,0.089250162243843,0.848439157009125,0.0623106211423873,3.83333333333333,3.14333333333333,16,"""They were reading it in the paper, in Ivan Ionov’s tavern.""",2.14,0,"SM",95.0909090909091
"18",17,17,0,"10",2402,2402,229.375,2,2,9,0.0454299189150333,0.123738519847393,0.109580390155315,0.0059524113312363,0.562046229839325,0.083871029317379,0.0693815425038337,0.723693072795868,0.265615284442902,0.010691693983972,3.77777777777778,2.36777777777778,17,"And again they were silent for a long time.",2.14,0,"SM",266.888888888889
"19",18,18,0,"10",3996,4518,209.794117647059,2,2,26,0.0348714366555213,0.23000368475914,0.01933104544878,0.156314820051193,0.471899658441544,0.0593899860978126,0.0281893536448478,0.0846023261547088,0.872949242591858,0.0424485132098197,4.23076923076923,2.5875,18,"Marya Vassilyevna thought of her school, of the examination that was coming soon, and of the girl and four boys she was sending up for it.",2.14,0,"SM",153.692307692308
"20",19,19,3,"10",8576,10490,211.06,6,6,37,0.0590310841798782,0.120949327945709,0.439664870500565,0.0026802467182278,0.0200341064482927,0.0084340255707502,0.349206387996674,0.192932546138763,0.766120672225952,0.0409468337893486,4.54054054054054,2.65027777777778,19,"And just as she was thinking about the examination, she was overtaken by a neighboring landowner called Hanov in a carriage with four horses, the very man who had been examiner in her school the year before.",2.14,1,"SM",231.783783783784
"21",20,20,0,"10",2158,2158,196.75,1,0,11,0.0586210638284683,0.780976235866547,0.017393996939063,0.0215236321091651,0.112800098955631,0.0045994315296411,0.0040855752304196,0.0096839517354965,0.471738129854202,0.518577814102173,3.63636363636364,2.95272727272727,20,"When he came up to her he recognized her and bowed.",2.14,0,"SM",196.181818181818
"22",21,21,0,"10",902,1270,214.833333333333,0,1,5,0.0104506108909845,0.0133192660287022,0.0056282160803675,0.237496793270111,0.713053941726685,0.0122617576271295,0.0077894967980682,0.0048894342035055,0.347003608942032,0.648106873035431,3.66666666666667,2.75,21,"""Good-morning,"" he said to her.",2.14,0,"SM",180.4
"23",22,22,0,"10",2040,876,223.625,4,2,6,0.0238773245364427,0.0604103468358516,0.0282180588692426,0.0036593559198081,0.85186094045639,0.0056237163953483,0.0263502337038517,0.0682538002729415,0.865937530994415,0.0658087953925132,4.16666666666667,3.205,22,"""You are driving home, I suppose.""",2.14,0,"SM",340
"24",23,23,0,"10",7366,9384,231.538181818182,7,7,31,0.0077017988078296,0.335003077983856,0.0052108820527791,0.0327997952699661,0.19305194914341,0.420286655426025,0.0059458096511662,0.0309467501938343,0.280113637447357,0.68893963098526,4.16129032258065,2.55733333333333,23,"This Hanov, a man of forty with a listless expression and a face that showed signs of wear, was beginning to look old, but was still handsome and admired by women.",2.14,0,"SM",237.612903225806
"25",24,24,0,"10",8733,23970,221.9225,5,6,41,0.0346200466156005,0.170204311609268,0.0211507193744182,0.0095029445365071,0.711180984973907,0.0277189202606678,0.0256220418959856,0.195758104324341,0.723788499832153,0.0804533585906028,3.78048780487805,2.90682926829268,24,"He lived in his big homestead alone, and was not in the service; and people used to say of him that he did nothing at home but walk up and down the room whistling, or play chess with his old footman.",2.14,0,"SM",213
"26",25,25,0,"10",1772,1772,220,0,0,7,0.0173056200146675,0.617740273475647,0.0067158751189708,0.0019342973828315,0.322525292634964,0.0288840793073177,0.0048945029266178,0.453880548477173,0.529869079589844,0.0162504985928535,4.42857142857143,2.94333333333333,25,"People said, too, that he drank heavily.",2.14,0,"SM",253.142857142857
"27",26,26,0,"10",4606,4760,213.59375,4,4,20,0.002438258845359,0.98798531293869,0.0026762837078422,0.0003107690718024,0.0037316570524126,0.0021021361462771,0.0007555985357612,0.0946053937077522,0.793668508529663,0.111726120114326,4.3,2.6695,26,"And indeed at the examination the year before the very papers he brought with him smelt of wine and scent.",2.14,0,"SM",230.3
"28",27,27,3,"10",6814,7268,205.181818181818,3,3,30,0.0024660506751388,0.793161988258362,0.0142454635351896,0.0036861367989331,0.0418243892490863,0.129908859729767,0.014707232825458,0.178477182984352,0.465187937021255,0.356334924697876,4.6,2.67785714285714,27,"He had been dressed all in new clothes on that occasion, and Marya Vassilyevna thought him very attractive, and all the while she sat beside him she had felt embarrassed.",2.14,1,"SM",227.133333333333
"29",28,28,0,"10",10070,10990,199.75,5,5,40,0.106832906603813,0.173524141311646,0.0045388829894363,0.447934091091156,0.254892587661743,0.0057621449232101,0.0065152151510119,0.0963255986571312,0.56745857000351,0.336215823888779,4.85,2.36725,28,"She was accustomed to see frigid and sensible examiners at the school, while this one did not remember a single prayer, or know what to ask questions about, and was exceedingly courteous and delicate, giving nothing but the highest marks.",2.14,0,"SM",251.75
"30",29,29,0,"10",4954,4954,207.826923076923,2,2,21,0.0172703117132186,0.0447348542511463,0.040786538273096,0.004218531306833,0.179949432611465,0.691454172134399,0.02158616296947,0.263433367013931,0.700839161872864,0.0357274077832698,3.76190476190476,2.96555555555556,29,"""I am going to visit Bakvist,"" he went on, addressing Marya Vassilyevna, ""but I am told he is not at home.""",2.14,0,"SM",235.904761904762
"31",30,30,0,"10",4294,5477,213.476428571429,4,4,18,0.0410973504185676,0.0329765528440475,0.763906300067902,0.0064850617200136,0.12391635030508,0.0103746931999921,0.021243704482913,0.0307369194924831,0.916386783123016,0.0528761632740497,4.36842105263158,2.57411764705882,30,"They turned off the highroad into a by-road to the village, Hanov leading the way and Semyon following.",2.14,0,"SM",238.555555555556
"32",31,31,0,"10",4061,4332,219,2,1,17,0.0478687547147274,0.220102936029434,0.51432192325592,0.0042371689341962,0.174289882183075,0.0246658772230148,0.0145135130733251,0.0728616043925285,0.866736471652985,0.0604017972946167,4.64705882352941,3.00647058823529,31,"The four horses moved at a walking pace, with effort dragging the heavy carriage through the mud.",2.14,0,"SM",238.882352941176
"33",32,32,0,"10",8060,16414,225.3,4,5,34,0.0222193654626607,0.106877826154232,0.718115448951721,0.0035959503147751,0.109694443643093,0.0103038819506764,0.0291931256651878,0.0269811116158962,0.839233756065369,0.133785113692284,4.11764705882353,2.82060606060606,32,"Semyon tacked from side to side, keeping to the edge of the road, at one time through a snowdrift, at another through a pool, often jumping out of the cart and helping the horse.",2.14,0,"SM",237.058823529412
"34",33,33,0,"10",5532,5994,225.027777777778,3,3,21,0.0109411478042602,0.0140139805153012,0.126656979322433,0.0051949387416243,0.0899315178394317,0.0082835983484983,0.74497789144516,0.224354147911072,0.731247663497925,0.0443981774151325,5.80952380952381,2.26473684210526,33,"Marya Vassilyevna was still thinking about the school, wondering whether the arithmetic questions at the examination would be difficult or easy.",2.14,0,"SM",263.428571428571
"35",34,34,0,"10",4728,5466,200.642857142857,2,1,18,0.85198986530304,0.0621250532567501,0.0043493267148733,0.0016638990491628,0.0505195334553718,0.0217549782246351,0.0075973677448928,0.848040580749512,0.144242197275162,0.0077173924073576,3.94444444444444,2.56235294117647,34,"And she felt annoyed with the Zemstvo board at which she had found no one the day before.",2.14,0,"SM",262.666666666667
"36",35,35,0,"10",588,588,207,0,0,2,0.111338727176189,0.56637442111969,0.0294830184429883,0.0027331348974257,0.0389294885098934,0.0586448237299919,0.192496329545975,0.856572568416595,0.128888919949531,0.0145383868366479,5.66666666666667,1.62,35,"How unbusiness-like!",2.14,0,"SM",294
"37",36,36,0,"10",8598,9552,220.9,1,2,32,0.698536813259125,0.189111307263374,0.0038330464158207,0.0016649811295792,0.0438451543450355,0.0584395714104175,0.0045691216364502,0.796761274337769,0.192874476313591,0.0103642074391245,4.0625,2.588125,36,"Here she had been asking them for the last two years to dismiss the watchman, who did nothing, was rude to her, and hit the schoolboys; but no one paid any attention.",2.14,0,"SM",268.6875
"38",37,37,0,"10",16890,18708,198.590652173913,12,12,68,0.006043589208275,0.12764248251915,0.0032703848555684,0.0061724525876343,0.701278328895569,0.134762793779373,0.0208298861980438,0.531343102455139,0.419598996639252,0.0490578897297382,4.17391304347826,2.67378787878788,37,"It was hard to find the president at the office, and when one did find him he would say with tears in his eyes that he hadn’t a moment to spare; the inspector visited the school at most once in three years, and knew nothing whatever about his work, as he had been in the Excise Duties Department, and had received the post of school inspector through influence.",2.14,0,"SM",248.382352941176
"39",38,38,0,"10",11906,13280,204.491081081081,5,5,48,0.129115253686905,0.730938494205475,0.0110423881560564,0.0020835080649703,0.0901371762156486,0.0191706381738185,0.0175126176327466,0.464601516723633,0.45059597492218,0.08480254560709,4.83673469387755,2.18434782608696,38,"The School Council met very rarely, and there was no knowing where it met; the school guardian was an almost illiterate peasant, the head of a tanning business, unintelligent, rude, and a great friend of the watchman’s—and goodness knows to whom she could appeal with complaints or inquiries....",2.14,0,"SM",248.041666666667
"40",39,39,0,"10",2732,3012,221.261428571429,2,2,9,0.0174781121313571,0.251085340976715,0.0114446552470326,0.192900896072388,0.213642284274101,0.0090237380936741,0.304425001144409,0.0031454064883291,0.0896655097603797,0.907188951969147,4.77777777777778,2.64625,39,"""He really is handsome,"" she thought, glancing at Hanov.",2.14,0,"SM",303.555555555556
"41",40,40,1,"10",3086,3574,220.2,3,3,6,0.0281915944069623,0.947365641593933,0.0101999342441558,0.0004148053121753,0.0044419495388865,0.008739217184484,0.0006468920619226,0.945687472820282,0.0496618635952472,0.0046506533399224,4,2.34833333333333,40,"The road grew worse and worse....",2.14,1,"SM",514.333333333333
"42",41,41,1,"10",1038,1038,205.875,0,0,5,0.180790767073631,0.163763612508774,0.549322068691254,0.0028624567203223,0.0604352690279483,0.0178104043006896,0.0250154230743646,0.255400359630585,0.679015755653381,0.0655839145183563,4,3.074,41,"They drove into the wood.",2.14,1,"SM",207.6
"43",42,42,1,"10",5956,6256,192.5335,3,3,27,0.0336728505790233,0.91602748632431,0.0215987805277109,0.0004511864390224,0.0125679606571793,0.0104120234027504,0.0052697272039949,0.636463105678558,0.337603539228439,0.0259334128350019,4.2962962962963,3.20814814814815,42,"Here there was no room to turn round, the wheels sank deeply in, water splashed and gurgled through them, and sharp twigs struck them in the face.",2.14,1,"SM",220.592592592593
"44",43,43,0,"10",156,156,216,0,0,3,0.0926509425044059,0.0693366304039955,0.0158684980124235,0.0058758677914738,0.0139544578269124,0.0107381241396069,0.791575491428375,0.0657425969839096,0.391002923250198,0.543254315853119,3,2.73666666666667,43,"""What a road!""",2.14,0,"SM",52
"45",44,44,0,"10",738,738,224,0,0,5,0.0196678284555673,0.0237254351377487,0.0015809856122359,0.80289500951767,0.100529558956623,0.0114153418689966,0.0401857942342758,0.0720335096120834,0.717427253723145,0.210539311170578,4.2,3.06,44,"said Hanov, and he laughed.",2.14,0,"SM",147.6
"46",45,45,0,"10",3132,4551,217.825,1,2,15,0.0378821343183517,0.535651445388794,0.0199810732156038,0.0024592343252152,0.0257253777235746,0.0106411911547183,0.367659568786621,0.827751815319061,0.166289716959,0.0059583252295851,4.86666666666667,2.622,45,"The schoolmistress looked at him and could not understand why this queer man lived here.",2.14,0,"SM",208.8
"47",46,46,0,"10",6068,7084,226.686470588235,4,4,22,0.0056339595466852,0.0312496107071638,0.0361706502735614,0.0025468578096479,0.0174428354948759,0.901786923408508,0.005169057752937,0.532774031162262,0.415191262960434,0.0520346798002719,4.65217391304348,2.745,46,"What could his money, his interesting appearance, his refined bearing do for him here, in this mud, in this God-forsaken, dreary place?",2.14,0,"SM",275.818181818182
"48",47,47,0,"10",5616,6094,198.693157894737,2,2,26,0.0038319292943924,0.933745384216309,0.0353772044181823,0.0009166041854768,0.0146251702681183,0.009032498113811,0.0024711792357265,0.809043824672699,0.17303392291069,0.0179222244769334,4.2962962962963,2.48038461538462,47,"He got no special advantages out of life, and here, like Semyon, was driving at a jog-trot on an appalling road and enduring the same discomforts.",2.14,0,"SM",216
"49",48,48,0,"10",1982,1982,184.714285714286,0,0,11,0.0177098549902439,0.0116632925346493,0.0159550923854112,0.0080336919054389,0.821255922317505,0.0067704655230045,0.118611641228199,0.261731117963791,0.699099898338318,0.0391690321266651,4.09090909090909,2.607,48,"Why live here if one could live in Petersburg or abroad?",2.14,0,"SM",180.181818181818
"50",49,49,5,"10",13794,14350,212.247692307692,7,5,56,0.0029972167685627,0.0082761496305465,0.0074831512756645,0.0030227114912122,0.0177634507417678,0.95838850736618,0.002068773843348,0.571383774280548,0.34504696726799,0.0835693255066871,4.03571428571429,2.40036363636364,49,"And one would have thought it would be nothing for a rich man like him to make a good road instead of this bad one, to avoid enduring this misery and seeing the despair on the faces of his coachman and Semyon; but he only laughed, and apparently did not mind, and wanted no better life.",2.14,1,"SM",246.321428571429
"51",50,50,0,"10",5328,5878,218.269230769231,3,4,24,0.0344462133944034,0.750901162624359,0.0066325403749942,0.0045562810264527,0.184770300984383,0.0166998095810413,0.0019937090110033,0.749874353408813,0.229774072766304,0.0203515589237213,4.04166666666667,2.46125,50,"He was kind, soft, naive, and he did not understand this coarse life, just as at the examination he did not know the prayers.",2.14,0,"SM",222
"52",51,51,0,"10",8142,8512,209,4,3,26,0.110601328313351,0.305184632539749,0.003424196736887,0.127803593873978,0.433740854263306,0.0154490852728486,0.003796212375164,0.0184229649603366,0.381951808929443,0.5996253490448,4.96153846153846,2.46384615384615,51,"He subscribed nothing to the schools but globes, and genuinely regarded himself as a useful person and a prominent worker in the cause of popular education.",2.14,0,"SM",313.153846153846
"53",52,52,0,"10",2424,2700,228.234,2,2,7,0.176818698644638,0.121436044573784,0.0053190635517239,0.0038582009728997,0.38212513923645,0.0190428383648395,0.291400045156479,0.176988661289215,0.794915616512299,0.0280957110226154,3.85714285714286,2.71571428571429,52,"And what use were his globes here?",2.14,0,"SM",346.285714285714
"54",53,53,0,"10",884,1380,235.335,0,1,3,0.719672858715057,0.0267693810164928,0.212427482008934,0.0035851914435625,0.0214782692492008,0.0100931841880083,0.0059736249968409,0.114720642566681,0.752161026000977,0.133118286728859,5.66666666666667,3.465,53,"""Hold on, Vassilyevna!""",2.14,0,"SM",294.666666666667
"55",54,54,0,"10",432,432,243.5,0,0,2,0.0068347188644111,0.024813113734126,0.0089765489101409,0.0192626807838678,0.764721870422363,0.0830069631338119,0.0923841819167137,0.151123404502869,0.766073167324066,0.0828034058213234,5,2.58,54,"said Semyon.",2.14,0,"SM",216
"56",55,55,0,"10",6756,6756,216.68,4,4,24,0.242938801646233,0.0615698955953121,0.678278863430023,0.0024909402709454,0.0038906321860849,0.0036670607514679,0.0071638678200542,0.6715367436409,0.312508583068848,0.0159546378999948,4.65384615384615,2.72826086956522,55,"The cart lurched violently and was on the point of upsetting; something heavy rolled on to Marya Vassilyevna’s feet—it was her parcel of purchases.",2.14,0,"SM",281.5
"57",56,56,0,"10",5098,5530,217.871538461538,2,2,17,0.0049471817910671,0.903609454631805,0.0636502876877784,0.0010323318419978,0.0111066810786724,0.011868261732161,0.0037858181167393,0.139592707157135,0.76520973443985,0.0951976105570793,4.88235294117647,2.911875,56,"There was a steep ascent uphill through the clay; here in the winding ditches rivulets were gurgling.",2.14,0,"SM",299.882352941176
"58",57,57,0,"10",4748,5050,194.568181818182,2,2,16,0.0591065399348735,0.0560475476086139,0.0272856038063764,0.0036220645997673,0.0480852983891963,0.063188761472702,0.742664158344269,0.525763630867004,0.433767706155777,0.0404687263071537,3.9375,2.500625,57,"The water seemed to have gnawed away the road; and how could one get along here!",2.14,0,"SM",296.75
"59",58,58,0,"10",1470,1636,207,1,1,4,0.0138836074620485,0.800725996494293,0.0138962632045149,0.0016570814186707,0.0836000367999076,0.0818541720509529,0.0043828608468174,0.0713344365358352,0.815932750701904,0.112732842564583,5.25,3.565,58,"The horses breathed hard.",2.14,0,"SM",367.5
"60",59,59,0,"10",4200,4200,208.535714285714,1,1,18,0.0513824336230754,0.101033046841621,0.765335559844971,0.0048691406846046,0.0549191422760486,0.0052734217606484,0.0171873290091753,0.0919704213738441,0.862816452980042,0.0452130921185016,3.77777777777778,2.89529411764706,59,"Hanov got out of his carriage and walked at the side of the road in his long overcoat.",2.14,0,"SM",233.333333333333
"61",60,60,0,"10",306,306,205,0,0,3,0.0333524085581302,0.501856207847595,0.0078313574194908,0.0056434324942529,0.373074114322662,0.0319582298398017,0.0462843403220176,0.0086264675483107,0.114590413868427,0.87678325176239,2.66666666666667,3.36333333333333,60,"He was hot.",2.14,0,"SM",102
"62",61,61,0,"10",822,822,203.666666666667,0,0,3,0.0926509425044059,0.0693366304039955,0.0158684980124235,0.0058758677914738,0.0139544578269124,0.0107381241396069,0.791575491428375,0.0657425969839096,0.391002923250198,0.543254315853119,3,2.73666666666667,61,"""What a road!""",2.14,0,"SM",274
"63",62,62,0,"10",728,970,203.75,1,1,5,0.0191852375864982,0.0231139026582241,0.0018547150539234,0.727470099925995,0.171500951051712,0.0161795038729906,0.0406956262886524,0.0195676945149898,0.432948708534241,0.547483563423157,4.2,2.848,62,"he said, and laughed again.",2.14,0,"SM",145.6
"64",63,63,0,"10",1180,992,203.7,1,0,7,0.212174952030182,0.100023329257965,0.393645882606506,0.0038790565449744,0.208452016115189,0.0133038200438022,0.068520963191986,0.569359123706818,0.387097626924515,0.0435432828962802,3.875,3.16714285714286,63,"""It would soon smash up one’s carriage.""",2.14,0,"SM",168.571428571429
"65",64,64,0,"10",4256,5184,202.317,3,4,12,0.368784129619598,0.406664341688156,0.021927885711193,0.0069036451168358,0.165548577904701,0.0284131150692701,0.0017581641441211,0.48607075214386,0.479630589485168,0.0342987030744552,4.83333333333333,2.623,64,"""Nobody obliges you to drive about in such weather,"" said Semyon surlily.",2.14,0,"SM",354.666666666667
"66",65,65,0,"10",1122,958,197.5,1,0,5,0.10723178088665,0.156210571527481,0.0776125416159629,0.0048282025381922,0.496258050203323,0.153939589858055,0.0039192861877381,0.241596654057503,0.697065711021423,0.061337687075138,3.8,2.794,65,"""You should stay at home.""",2.14,0,"SM",224.4
"67",66,66,0,"10",744,908,196.666666666667,0,1,6,0.0017454857006669,0.0077927089296281,0.0017007210990414,0.0015048936475068,0.0079785771667957,0.97757488489151,0.0017027489375323,0.551175653934479,0.408960253000259,0.0398641191422939,4,3.19833333333333,66,"""I am dull at home, grandfather.",2.14,0,"SM",124
"68",67,67,0,"10",1454,1266,197.25,1,0,6,0.0525962188839912,0.655240058898926,0.011793190613389,0.0077037792652845,0.0204785857349634,0.251063078641891,0.001125119277276,0.791889786720276,0.190248504281044,0.0178616754710674,3.28571428571429,2.67,67,"I don’t like staying at home.""",2.14,0,"SM",242.333333333333
"69",68,68,0,"10",8239,10143,225.641851851852,7,7,35,0.0067429412156343,0.518732786178589,0.0275782719254493,0.0857383906841278,0.156723827123642,0.199810147285461,0.0046737021766602,0.607674837112427,0.356296747922897,0.0360284335911273,4.45714285714286,2.47647058823529,68,"Beside old Semyon he looked graceful and vigorous, but yet in his walk there was something just perceptible which betrayed in him a being already touched by decay, weak, and on the road to ruin.",2.14,0,"SM",235.4
"70",69,69,0,"10",2710,2868,255.555555555556,2,2,13,0.0036609868984669,0.933681786060333,0.0176080260425806,0.001833357149735,0.0316864773631095,0.0048128091730177,0.0067165773361921,0.15606877207756,0.778372526168823,0.0655587092041969,3.38461538461538,2.26384615384615,69,"And all at once there was a whiff of spirits in the wood.",2.14,0,"SM",208.461538461538
"71",70,70,4,"10",10038,11118,206.191176470588,5,5,48,0.0115242032334208,0.011470372788608,0.939418077468872,0.0028291831258684,0.0149636678397655,0.0182808972895145,0.001513642957434,0.694198608398438,0.281583935022354,0.0242174994200468,3.97916666666667,2.44652173913043,70,"Marya Vassilyevna was filled with dread and pity for this man going to his ruin for no visible cause or reason, and it came into her mind that if she had been his wife or sister she would have devoted her whole life to saving him from ruin.",2.14,1,"SM",209.125
"72",71,71,0,"10",521,20763,207.75,0,1,2,0.551554322242737,0.308737456798553,0.0055630812421441,0.0064560938626527,0.0143293803557753,0.0197351966053247,0.0936245173215866,0.189962282776832,0.634337425231934,0.175700336694717,3.5,3.635,71,"His wife!",2.14,0,"SM",260.5
"73",72,72,0,"10",9312,10078,202.862647058824,5,5,47,0.101190403103828,0.278640121221542,0.180821433663368,0.0082388641312718,0.0467221513390541,0.0222722217440605,0.362114936113357,0.593804121017456,0.343370199203491,0.0628256648778915,4.14583333333333,2.40695652173913,72,"Life was so ordered that here he was living in his great house alone, and she was living in a God-forsaken village alone, and yet for some reason the mere thought that he and she might be close to one another and equals seemed impossible and absurd.",2.14,0,"SM",198.127659574468
"74",73,73,0,"10",7154,7688,204.428571428571,3,3,28,0.0023723184131085,0.0038676934782415,0.42683619260788,0.0020791019778698,0.0138821434229612,0.0095170112326741,0.541445553302765,0.819672048091888,0.166414842009544,0.0139130828902125,4.93103448275862,2.58035714285714,73,"In reality, life was arranged and human relations were complicated so utterly beyond all understanding that when one thought about it one felt uncanny and one’s heart sank.",2.14,0,"SM",255.5
