,sentence,word,word_length,concreteness
1119,47,be,3,1.85
1120,47,drive,7,3.86
1121,47,at,2,2.07
1122,47,a,1,1.46
1123,47,jog,3,3.63
1124,47,trot,4,4.11
1125,47,on,2,3.25
1126,47,an,2,1.46
1127,47,appalling,9,2.03
1128,47,road,4,4.75
1129,47,and,3,1.52
1130,47,endure,8,2.0
1131,47,the,3,1.43
1132,47,same,4,2.64
1133,47,discomfort,11,2.28
1134,48,why,3,1.86
1135,48,live,4,3.57
1136,48,here,4,3.13
1137,48,if,2,1.19
1138,48,one,3,3.97
1139,48,could,5,1.34
1140,48,live,4,3.57
1141,48,in,2,3.0
1142,48,Petersburg,10,.
1143,48,or,2,1.72
1144,48,abroad,6,2.72
1145,49,and,3,1.52
1146,49,one,3,3.97
1147,49,would,5,1.12
1148,49,have,4,2.18
1149,49,think,7,2.41
1150,49,it,2,2.81
1151,49,would,5,1.12
1152,49,be,2,1.85
1153,49,nothing,7,2.21
1154,49,for,3,1.63
1155,49,a,1,1.46
1156,49,rich,4,2.79
1157,49,man,3,4.79
1158,49,like,4,1.89
1159,49,he,3,3.93
1160,49,to,2,1.55
1161,49,make,4,2.67
1162,49,a,1,1.46
1163,49,good,4,1.64
1164,49,road,4,4.75
1165,49,instead,7,1.48
1166,49,of,2,1.67
1167,49,this,4,2.14
1168,49,bad,3,1.68
1169,49,one,3,3.97
1170,49,to,2,1.55
1171,49,avoid,5,2.41
1172,49,endure,8,2.0
1173,49,this,4,2.14
1174,49,misery,6,2.04
1175,49,and,3,1.52
1176,49,see,6,3.21
1177,49,the,3,1.43
1178,49,despair,7,2.21
1179,49,on,2,3.25
1180,49,the,3,1.43
1181,49,face,5,4.87
1182,49,of,2,1.67
1183,49,his,3,3.14
1184,49,coachman,8,4.12
1185,49,and,3,1.52
1186,49,Semyon,6,.
1187,49,but,3,2.04
1188,49,he,2,3.93
1189,49,only,4,2.41
1190,49,laugh,7,4.21
1191,49,and,3,1.52
1192,49,apparently,10,1.75
1193,49,do,3,2.46
1194,49,not,3,2.08
1195,49,mind,4,2.5
1196,49,and,3,1.52
1197,49,want,6,1.93
1198,49,no,2,2.45
1199,49,well,6,3.33
1200,49,life,4,2.69
1201,50,he,2,3.93
1202,50,be,3,1.85
1203,50,kind,4,2.07
1204,50,soft,4,3.88
1205,50,naive,5,1.85
1206,50,and,3,1.52
1207,50,he,2,3.93
1208,50,do,3,2.46
1209,50,not,3,2.08
1210,50,understand,10,2.28
1211,50,this,4,2.14
1212,50,coarse,6,3.25
1213,50,life,4,2.69
1214,50,just,4,1.52
1215,50,as,2,1.33
1216,50,at,2,2.07
1217,50,the,3,1.43
1218,50,examination,11,3.93
1219,50,he,2,3.93
1220,50,do,3,2.46
1221,50,not,3,2.08
1222,50,know,4,1.68
1223,50,the,3,1.43
1224,50,prayer,7,3.28
1225,51,he,2,3.93
1226,51,subscribe,10,2.21
1227,51,nothing,7,2.21
1228,51,to,2,1.55
1229,51,the,3,1.43
1230,51,school,7,4.79
1231,51,but,3,2.04
1232,51,globe,6,4.59
1233,51,and,3,1.52
1234,51,genuinely,9,1.79
1235,51,regard,8,1.79
1236,51,himself,7,3.5
1237,51,as,2,1.33
1238,51,a,1,1.46
1239,51,useful,6,2.14
1240,51,person,6,4.72
1241,51,and,3,1.52
1242,51,a,1,1.46
1243,51,prominent,9,1.87
1244,51,worker,6,4.59
1245,51,in,2,3.0
1246,51,the,3,1.43
1247,51,cause,5,2.43
1248,51,of,2,1.67
1249,51,popular,7,2.16
1250,51,education,9,2.93
1251,52,and,3,1.52
1252,52,what,4,2.0
1253,52,use,3,2.78
1254,52,be,4,1.85
1255,52,his,3,3.14
1256,52,globe,6,4.59
1257,52,here,4,3.13
1258,53,hold,4,3.68
1259,53,on,2,3.25
1260,53,Vassilyevna,11,.
1261,54,say,4,2.58
1262,54,Semyon,6,.
1263,55,the,3,1.43
1264,55,cart,4,4.89
1265,55,lurch,7,3.41
1266,55,violently,9,1.9
1267,55,and,3,1.52
1268,55,be,3,1.85
1269,55,on,2,3.25
1270,55,the,3,1.43
1271,55,point,5,3.39
1272,55,of,2,1.67
1273,55,upsetting,9,1.86
1274,55,something,9,1.82
1275,55,heavy,5,3.37
1276,55,roll,6,4.16
1277,55,on,2,3.25
1278,55,to,2,1.55
1279,55,Marya,5,.
1280,55,Vassilyevna,11,.
1281,55,’s,2,.
1282,55,foot,4,4.9
1283,55,it,2,2.81
1284,55,be,3,1.85
1285,55,her,3,3.0
1286,55,parcel,6,4.81
1287,55,of,2,1.67
1288,55,purchase,9,2.96
1289,56,there,5,2.2
1290,56,be,3,1.85
1291,56,a,1,1.46
1292,56,steep,5,3.76
1293,56,ascent,6,2.61
1294,56,uphill,6,3.6
1295,56,through,7,2.9
1296,56,the,3,1.43
1297,56,clay,4,4.93
1298,56,here,4,3.13
1299,56,in,2,3.0
1300,56,the,3,1.43
1301,56,winding,7,3.63
1302,56,ditch,7,4.5
1303,56,rivulet,8,.
1304,56,be,4,1.85
1305,56,gurgle,8,4.31
1306,57,the,3,1.43
1307,57,water,5,5.0
1308,57,seem,6,1.75
1309,57,to,2,1.55
1310,57,have,4,2.18
1311,57,gnaw,6,3.86
1312,57,away,4,2.23
1313,57,the,3,1.43
1314,57,road,4,4.75
1315,57,and,3,1.52
1316,57,how,3,1.35
1317,57,could,5,1.34
1318,57,one,3,3.97
1319,57,get,3,2.38
1320,57,along,5,2.14
1321,57,here,4,3.13
1322,58,the,3,1.43
1323,58,horse,6,5.0
1324,58,breathe,8,4.07
1325,58,hard,4,3.76
1326,59,Hanov,5,.
1327,59,get,3,2.38
1328,59,out,3,2.73
1329,59,of,2,1.67
1330,59,his,3,3.14
1331,59,carriage,8,4.86
1332,59,and,3,1.52
1333,59,walk,6,4.07
1334,59,at,2,2.07
1335,59,the,3,1.43
1336,59,side,4,3.68
1337,59,of,2,1.67
1338,59,the,3,1.43
1339,59,road,4,4.75
1340,59,in,2,3.0
1341,59,his,3,3.14
1342,59,long,4,3.18
1343,59,overcoat,8,4.5
1344,60,he,2,3.93
1345,60,be,3,1.85
1346,60,hot,3,4.31
1347,61,what,4,2.0
1348,61,a,1,1.46
1349,61,road,4,4.75
1350,62,he,2,3.93
1351,62,say,4,2.58
1352,62,and,3,1.52
1353,62,laugh,7,4.21
1354,62,again,5,2.0
1355,63,it,2,2.81
1356,63,would,5,1.12
1357,63,soon,4,1.79
1358,63,smash,5,3.79
1359,63,up,2,3.83
1360,63,one,3,3.97
1361,63,’s,2,.
1362,63,carriage,8,4.86
1363,64,nobody,6,2.32
1364,64,oblige,7,1.73
1365,64,you,3,4.11
1366,64,to,2,1.55
1367,64,drive,5,3.86
1368,64,about,5,1.77
1369,64,in,2,3.0
1370,64,such,4,1.48
1371,64,weather,7,3.83
1372,64,say,4,2.58
1373,64,Semyon,6,.
1374,64,surlily,7,.
1375,65,you,3,4.11
1376,65,should,6,1.53
1377,65,stay,4,2.15
1378,65,at,2,2.07
1379,65,home,4,4.11
1380,66,I,1,3.93
1381,66,be,2,1.85
1382,66,dull,4,2.37
1383,66,at,2,2.07
1384,66,home,4,4.11
1385,66,grandfather,11,4.86
1386,67,I,1,3.93
1387,67,do,2,2.46
1388,67,not,3,2.08
1389,67,like,4,1.89
1390,67,stay,7,2.15
1391,67,at,2,2.07
1392,67,home,4,4.11
1393,68,beside,6,2.59
1394,68,old,3,2.72
1395,68,Semyon,6,.
1396,68,he,2,3.93
1397,68,look,6,2.96
1398,68,graceful,8,2.37
1399,68,and,3,1.52
1400,68,vigorous,8,2.26
1401,68,but,3,2.04
1402,68,yet,3,1.39
1403,68,in,2,3.0
1404,68,his,3,3.14
1405,68,walk,4,4.07
1406,68,there,5,2.2
1407,68,be,3,1.85
1408,68,something,9,1.82
1409,68,just,4,1.52
1410,68,perceptible,11,2.05
1411,68,which,5,1.54
1412,68,betray,8,2.17
1413,68,in,2,3.0
1414,68,he,3,3.93
1415,68,a,1,1.46
1416,68,be,5,1.85
1417,68,already,7,1.64
1418,68,touch,7,3.86
1419,68,by,2,1.55
1420,68,decay,5,3.89
1421,68,weak,4,2.79
1422,68,and,3,1.52
1423,68,on,2,3.25
1424,68,the,3,1.43
1425,68,road,4,4.75
1426,68,to,2,1.55
1427,68,ruin,4,2.59
1428,69,and,3,1.52
1429,69,all,3,2.27
1430,69,at,2,2.07
1431,69,once,4,2.74
1432,69,there,5,2.2
1433,69,be,3,1.85
1434,69,a,1,1.46
1435,69,whiff,5,2.77
1436,69,of,2,1.67
1437,69,spirit,7,1.6
1438,69,in,2,3.0
1439,69,the,3,1.43
1440,69,wood,4,4.85
1441,70,Marya,5,.
1442,70,Vassilyevna,11,.
1443,70,be,3,1.85
1444,70,fill,6,3.32
1445,70,with,4,2.0
1446,70,dread,5,1.86
1447,70,and,3,1.52
1448,70,pity,4,1.87
1449,70,for,3,1.63
1450,70,this,4,2.14
1451,70,man,3,4.79
1452,70,go,5,3.15
1453,70,to,2,1.55
1454,70,his,3,3.14
1455,70,ruin,4,2.59
1456,70,for,3,1.63
1457,70,no,2,2.45
1458,70,visible,7,3.08
1459,70,cause,5,2.43
1460,70,or,2,1.72
1461,70,reason,6,1.93
1462,70,and,3,1.52
1463,70,it,2,2.81
1464,70,come,4,2.72
1465,70,into,4,2.3
1466,70,her,3,3.0
1467,70,mind,4,2.5
1468,70,that,4,1.54
1469,70,if,2,1.19
1470,70,she,3,3.36
1471,70,have,3,2.18
1472,70,be,4,1.85
1473,70,his,3,3.14
1474,70,wife,4,4.13
1475,70,or,2,1.72
1476,70,sister,6,4.0
1477,70,she,3,3.36
1478,70,would,5,1.12
1479,70,have,4,2.18
1480,70,devote,7,2.0
1481,70,her,3,3.0
1482,70,whole,5,3.25
1483,70,life,4,2.69
1484,70,to,2,1.55
1485,70,save,6,2.42
1486,70,he,3,3.93
1487,70,from,4,1.84
1488,70,ruin,4,2.59
1489,71,his,3,3.14
1490,71,wife,4,4.13
1491,72,Life,4,.
1492,72,be,3,1.85
1493,72,so,2,1.42
1494,72,order,7,2.79
1495,72,that,4,1.54
1496,72,here,4,3.13
1497,72,he,2,3.93
1498,72,be,3,1.85
1499,72,live,6,3.57
1500,72,in,2,3.0
1501,72,his,3,3.14
1502,72,great,5,1.81
1503,72,house,5,5.0
1504,72,alone,5,2.86
1505,72,and,3,1.52
1506,72,she,3,3.36
1507,72,be,3,1.85
1508,72,live,6,3.57
1509,72,in,2,3.0
1510,72,a,1,1.46
1511,72,God,3,.
1512,72,forsake,8,1.96
1513,72,village,7,4.89
1514,72,alone,5,2.86
1515,72,and,3,1.52
1516,72,yet,3,1.39
1517,72,for,3,1.63
1518,72,some,4,2.48
1519,72,reason,6,1.93
1520,72,the,3,1.43
1521,72,mere,4,1.43
1522,72,thought,7,1.97
1523,72,that,4,1.54
1524,72,he,2,3.93
1525,72,and,3,1.52
1526,72,she,3,3.36
1527,72,might,5,2.32
1528,72,be,2,1.85
1529,72,close,5,3.2
1530,72,to,2,1.55
1531,72,one,3,3.97
1532,72,another,7,2.69
1533,72,and,3,1.52
1534,72,equal,6,2.56
1535,72,seem,6,1.75
1536,72,impossible,10,1.66
1537,72,and,3,1.52
1538,72,absurd,6,1.64
1539,73,in,2,3.0
1540,73,reality,7,1.72
1541,73,life,4,2.69
1542,73,be,3,1.85
1543,73,arrange,8,2.79
1544,73,and,3,1.52
1545,73,human,5,4.93
1546,73,relation,9,2.11
1547,73,be,4,1.85
1548,73,complicate,11,1.65
1549,73,so,2,1.42
1550,73,utterly,7,1.69
1551,73,you,6,4.11
1552,73,all,3,2.27
1553,73,understanding,13,1.92
1554,73,that,4,1.54
1555,73,when,4,1.6
1556,73,one,3,3.97
1557,73,think,7,2.41
1558,73,about,5,1.77
1559,73,it,2,2.81
1560,73,one,3,3.97
1561,73,feel,4,2.28
1562,73,uncanny,7,1.63
1563,73,and,3,1.52
1564,73,one,3,3.97
1565,73,’s,2,.
1566,73,heart,5,4.52
1567,73,sink,4,4.74
1568,74,and,3,1.52
1569,74,it,2,2.81
1570,74,be,2,1.85
1571,74,you,6,4.11
1572,74,all,3,2.27
1573,74,understanding,13,1.92
1574,74,she,3,3.36
1575,74,think,7,2.41
1576,74,why,3,1.86
1577,74,God,3,.
1578,74,give,5,2.83
1579,74,beauty,6,2.93
1580,74,this,4,2.14
1581,74,graciousness,12,1.71
1582,74,and,3,1.52
1583,74,sad,3,3.07
1584,74,sweet,5,4.0
1585,74,eye,4,4.9
1586,74,to,2,1.55
1587,74,weak,4,2.79
1588,74,unlucky,7,1.79
1589,74,useless,7,1.78
1590,74,people,6,4.82
1591,74,why,3,1.86
1592,74,they,4,2.93
1593,74,be,3,1.85
1594,74,so,2,1.42
1595,74,charming,8,2.14
1596,75,here,4,3.13
1597,75,we,2,3.08
1598,75,must,4,2.13
1599,75,turn,4,3.44
1600,75,off,3,2.79
1601,75,to,2,1.55
1602,75,the,3,1.43
1603,75,right,5,3.47
1604,75,say,4,2.58
1605,75,Hanov,5,.
1606,75,get,7,2.38
1607,75,into,4,2.3
1608,75,his,3,3.14
1609,75,carriage,8,4.86
1610,76,good,4,1.64
1611,76,by,2,1.55
1612,77,I,1,3.93
1613,77,wish,4,1.77
1614,77,you,3,4.11
1615,77,all,3,2.27
1616,77,thing,6,3.17
1617,77,good,4,1.64
1618,78,and,3,1.52
1619,78,again,5,2.0
1620,78,she,3,3.36
1621,78,think,7,2.41
1622,78,of,2,1.67
1623,78,her,3,3.0
1624,78,pupil,6,4.55
1625,78,of,2,1.67
1626,78,the,3,1.43
1627,78,examination,11,3.93
1628,78,of,2,1.67
1629,78,the,3,1.43
1630,78,watchman,8,4.68
1631,78,of,2,1.67
1632,78,the,3,1.43
1633,78,School,6,.
1634,78,Council,7,.
1635,78,and,3,1.52
1636,78,when,4,1.6
1637,78,the,3,1.43
1638,78,wind,4,3.93
1639,78,bring,7,2.55
1640,78,the,3,1.43
1641,78,sound,5,3.7
1642,78,of,2,1.67
1643,78,the,3,1.43
1644,78,retreating,10,2.15
1645,78,carriage,8,4.86
1646,78,these,5,2.03
1647,78,thought,8,1.97
1648,78,be,4,1.85
1649,78,mingle,7,3.17
1650,78,with,4,2.0
1651,78,other,6,2.04
1652,79,she,3,3.36
1653,79,long,6,3.18
1654,79,to,2,1.55
1655,79,think,5,2.41
1656,79,of,2,1.67
1657,79,beautiful,9,2.16
1658,79,eye,4,4.9
1659,79,of,2,1.67
1660,79,love,4,2.07
1661,79,of,2,1.67
1662,79,the,3,1.43
1663,79,happiness,9,2.6
1664,79,which,5,1.54
1665,79,would,5,1.12
1666,79,never,5,1.59
1667,79,be,2,1.85
1668,79,his,3,3.14
1669,79,wife,4,4.13
1670,80,it,2,2.81
1671,80,be,3,1.85
1672,80,cold,4,3.85
1673,80,in,2,3.0
1674,80,the,3,1.43
1675,80,morning,7,3.44
1676,80,there,5,2.2
1677,80,be,3,1.85
1678,80,no,2,2.45
1679,80,one,3,3.97
1680,80,to,2,1.55
1681,80,heat,4,3.79
1682,80,the,3,1.43
1683,80,stove,5,4.96
1684,80,the,3,1.43
1685,80,watchman,8,4.68
1686,80,disappear,11,2.86
1687,80,the,3,1.43
1688,80,child,8,4.78
1689,80,come,4,2.72
1690,80,in,2,3.0
1691,80,as,2,1.33
1692,80,soon,4,1.79
1693,80,as,2,1.33
1694,80,it,2,2.81
1695,80,be,3,1.85
1696,80,light,5,4.21
1697,80,bring,8,2.55
1698,80,in,2,3.0
1699,80,snow,4,4.85
1700,80,and,3,1.52
1701,80,mud,3,4.86
1702,80,and,3,1.52
1703,80,make,6,2.67
1704,80,a,1,1.46
1705,80,noise,5,3.52
1706,80,it,2,2.81
1707,80,be,3,1.85
1708,80,all,3,2.27
1709,80,so,2,1.42
1710,80,inconvenient,12,1.46
1711,80,so,2,1.42
1712,80,comfortless,11,1.31
1713,81,her,3,3.0
1714,81,abode,5,3.92
1715,81,consist,9,2.07
1716,81,of,2,1.67
1717,81,one,3,3.97
1718,81,little,6,3.67
1719,81,room,4,4.79
1720,81,and,3,1.52
1721,81,the,3,1.43
1722,81,kitchen,7,4.97
1723,81,close,5,3.2
1724,81,by,2,1.55
1725,82,her,3,3.0
1726,82,head,4,4.75
1727,82,ache,5,3.43
1728,82,every,5,2.28
1729,82,day,3,3.92
1730,82,after,5,2.12
1731,82,her,3,3.0
1732,82,work,4,3.48
1733,82,and,3,1.52
1734,82,after,5,2.12
1735,82,dinner,6,4.5
1736,82,she,3,3.36
1737,82,have,3,2.18
1738,82,heart,5,4.52
1739,82,burn,4,4.11
1740,83,she,3,3.36
1741,83,have,3,2.18
1742,83,to,2,1.55
1743,83,collect,7,3.34
1744,83,money,5,4.54
1745,83,from,4,1.84
1746,83,the,3,1.43
1747,83,school,6,4.79
1748,83,child,8,4.78
1749,83,for,3,1.63
1750,83,wood,4,4.85
1751,83,and,3,1.52
1752,83,for,3,1.63
1753,83,the,3,1.43
1754,83,watchman,8,4.68
1755,83,and,3,1.52
1756,83,to,2,1.55
1757,83,give,4,2.83
1758,83,it,2,2.81
1759,83,to,2,1.55
1760,83,the,3,1.43
1761,83,school,6,4.79
1762,83,guardian,8,3.28
1763,83,and,3,1.52
1764,83,then,4,1.44
1765,83,to,2,1.55
1766,83,entreat,7,.
1767,83,he,3,3.93
1768,83,that,4,1.54
1769,83,overfe,7,.
