,Unnamed: 0.1,category,proportion_x,RECORDING_SESSION_LABEL,IA_DWELL_TIME,IA_REGRESSION_PATH_DURATION,IA_AVERAGE_FIX_PUPIL_SIZE,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT_FULL_COUNT,story,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral.1,positive,word_length,concreteness,valence_avg_x,valence_max_x,valence_min_x,arousal_avg_x,arousal_max_x,arousal_min_x,word_freq,word_count,Unnamed: 0,0,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score,proportion_y,valence_avg_y,valence_max_y,valence_min_y,arousal_avg_y,arousal_max_y,arousal_min_y
30,30.0,0,0.0,id10,4294.0,5477.0,213.47642857142856,4.0,4.0,SM,0.0410973504185676,0.0329765528440475,0.7639063000679016,0.0064850617200136,0.1239163503050804,0.0103746931999921,0.021243704482913,0.0307369194924831,0.9163867831230164,0.0528761632740497,3.947368421052632,2.574117647058824,0.5568333333333334,0.684,0.323,0.435,0.657,0.275,104.74813243,19,30,"They turned off the highroad into a by-road to the village, Hanov leading the way and Semyon following.",4294.0,5477.0,213.47642857142856,4.0,4.0,2.14,0.0,0.5568333333333334,0.684,0.323,0.435,0.657,0.275
31,31.0,0,0.0,id10,4061.0,4332.0,219.0,2.0,1.0,SM,0.0478687547147274,0.2201029360294342,0.5143219232559204,0.0042371689341962,0.1742898821830749,0.0246658772230148,0.0145135130733251,0.0728616043925285,0.8667364716529846,0.0604017972946167,4.117647058823529,3.006470588235294,0.5315000000000001,0.698,0.25,0.4865,0.778,0.26,95.401856003,17,31,"The four horses moved at a walking pace, with effort dragging the heavy carriage through the mud.",4061.0,4332.0,219.0,2.0,1.0,2.14,0.0,0.5315000000000001,0.698,0.25,0.4865,0.778,0.26
32,32.0,0,0.0,id10,8060.0,16414.0,225.3,4.0,5.0,SM,0.0222193654626607,0.106877826154232,0.7181154489517212,0.0035959503147751,0.1096944436430931,0.0103038819506764,0.0291931256651878,0.0269811116158962,0.8392337560653687,0.1337851136922836,3.794117647058824,2.8206060606060603,0.5596923076923077,0.714,0.365,0.4079230769230769,0.865,0.288,198.479904255,34,32,"Semyon tacked from side to side, keeping to the edge of the road, at one time through a snowdrift, at another through a pool, often jumping out of the cart and helping the horse.",8060.0,16414.0,225.3,4.0,5.0,2.14,0.0,0.5596923076923077,0.714,0.365,0.4079230769230769,0.865,0.288
33,33.0,0,0.0,id10,4402.0,5578.0,223.91176470588235,2.0,3.0,SM,0.0109411478042602,0.0140139805153012,0.1266569793224334,0.0051949387416243,0.0899315178394317,0.0082835983484983,0.7449778914451599,0.2243541479110717,0.7312476634979248,0.0443981774151325,5.428571428571429,2.2647368421052634,0.614909090909091,0.939,0.235,0.4468181818181818,0.771,0.194,114.640462436,21,33,"Marya Vassilyevna was still thinking about the school, wondering whether the arithmetic questions at the examination would be difficult or easy.",4402.0,5578.0,223.91176470588235,2.0,3.0,2.14,0.0,0.614909090909091,0.939,0.235,0.4468181818181818,0.771,0.194
34,34.0,0,0.0,id10,3706.0,4444.0,200.07692307692307,2.0,1.0,SM,0.8519898653030396,0.0621250532567501,0.0043493267148733,0.0016638990491628,0.0505195334553718,0.0217549782246351,0.0075973677448928,0.8480405807495117,0.1442421972751617,0.0077173924073576,3.9444444444444446,2.5623529411764707,0.6128571428571429,0.802,0.104,0.4492857142857143,0.783,0.255,107.507767926,18,34,And she felt annoyed with the Zemstvo board at which she had found no one the day before.,3706.0,4444.0,200.07692307692307,2.0,1.0,2.14,0.0,0.6128571428571429,0.802,0.104,0.4492857142857143,0.783,0.255
35,35.0,0,0.0,id10,588.0,588.0,207.0,0.0,0.0,SM,0.1113387271761894,0.5663744211196899,0.0294830184429883,0.0027331348974257,0.0389294885098934,0.0586448237299919,0.1924963295459747,0.8565725684165955,0.1288889199495315,0.0145383868366479,5.666666666666667,1.62,0.719,0.719,0.719,0.353,0.353,0.353,14.585944698,3,35,How unbusiness-like!,588.0,588.0,207.0,0.3763837638376384,0.3874538745387453,2.14,0.0,0.719,0.719,0.719,0.353,0.353,0.353
36,36.0,0,0.0,id10,7336.0,8290.0,221.17391304347825,1.0,2.0,SM,0.6985368132591248,0.1891113072633743,0.0038330464158207,0.0016649811295792,0.0438451543450355,0.0584395714104175,0.0045691216364502,0.7967612743377686,0.192874476313591,0.0103642074391245,3.78125,2.588125,0.5168,0.757,0.061,0.4671333333333333,0.931,0.2,196.261327186,32,36,"Here she had been asking them for the last two years to dismiss the watchman, who did nothing, was rude to her, and hit the schoolboys; but no one paid any attention.",7336.0,8290.0,221.17391304347825,1.0,2.0,2.14,0.0,0.5168,0.757,0.061,0.4671333333333333,0.931,0.2
37,37.0,0,0.0,id10,16890.0,18708.0,198.59065217391304,12.0,12.0,SM,0.006043589208275,0.1276424825191497,0.0032703848555684,0.0061724525876343,0.7012783288955688,0.1347627937793731,0.0208298861980438,0.5313431024551392,0.4195989966392517,0.0490578897297382,4.057971014492754,2.673787878787879,0.6183125,0.774,0.302,0.4391875,0.708,0.225,423.545375319,69,37,"It was hard to find the president at the office, and when one did find him he would say with tears in his eyes that he hadn’t a moment to spare; the inspector visited the school at most once in three years, and knew nothing whatever about his work, as he had been in the Excise Duties Department, and had received the post of school inspector through influence.",16890.0,18708.0,198.59065217391304,12.0,12.0,2.14,0.0,0.6183125,0.774,0.302,0.4391875,0.708,0.225
38,38.0,0,0.0,id10,10800.0,12174.0,204.5186111111111,5.0,5.0,SM,0.1291152536869049,0.7309384942054749,0.0110423881560564,0.0020835080649703,0.0901371762156486,0.0191706381738185,0.0175126176327466,0.4646015167236328,0.4505959749221802,0.08480254560709,4.6938775510204085,2.1843478260869564,0.6349090909090909,0.969,0.061,0.4531818181818182,0.821,0.24,279.996829108,49,38,"The School Council met very rarely, and there was no knowing where it met; the school guardian was an almost illiterate peasant, the head of a tanning business, unintelligent, rude, and a great friend of the watchman’s—and goodness knows to whom she could appeal with complaints or inquiries....",10800.0,12174.0,204.5186111111111,5.0,5.0,2.14,0.0,0.6349090909090909,0.969,0.061,0.4531818181818182,0.821,0.24
39,39.0,0,0.0,id10,2732.0,3012.0,221.26142857142852,2.0,2.0,SM,0.0174781121313571,0.2510853409767151,0.0114446552470326,0.1929008960723877,0.2136422842741012,0.0090237380936741,0.3044250011444092,0.0031454064883291,0.0896655097603797,0.9071889519691468,4.333333333333333,2.64625,0.74275,0.89,0.625,0.40125,0.6,0.24,48.880202743,9,39,"""He really is handsome,"" she thought, glancing at Hanov.",2732.0,3012.0,221.26142857142852,2.0,2.0,2.14,0.0,0.74275,0.89,0.625,0.40125,0.6,0.24
40,40.0,1,1.0,id10,1926.0,2672.0,220.25,2.0,2.0,SM,0.0281915944069623,0.9473656415939332,0.0101999342441558,0.0004148053121753,0.0044419495388865,0.008739217184484,0.0006468920619226,0.945687472820282,0.0496618635952472,0.0046506533399224,3.333333333333333,2.348333333333333,0.455,0.914,0.125,0.56725,0.625,0.404,35.888970503,6,40,The road grew worse and worse....,1926.0,2672.0,220.25,2.0,2.0,2.14,1.0,0.455,0.914,0.125,0.56725,0.625,0.404
